row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
570,36,E,8216,64663,1430,23701,1732,19,7
571,48,C,3490,7606,913,33631,1486,15,3
572,47,C,,32,827,30856,2082,10,2
573,48,C,2798,4168,1139,40648,1621,11,2
574,33,E,9832,54209,1671,16869,1602,17,9
575,49,D,2281,3057,524,26220,1596,14,1
576,48,C,3632,4352,838,21529,1701,14,2
577,39,C,3805,4900,816,33224,1254,11,3
578,38,A,4480,29414,1098,28725,1651,17,3
579,22,D,2339,3541,456,32943,1889,11,1
580,42,A,4189,23118,1110,41276,1263,13,3
581,47,B,5895,24502,1213,30409,1520,18,5
582,42,B,7146,22568,1159,15818,1705,16,6
583,32,A,4592,23164,1054,20530,1750,19,3
584,44,E,8401,52999,1790,31868,1430,16,7
585,46,A,5342,27785,1255,23757,1318,12,5
586,48,D,3101,8639,518,17863,1794,9,2
587,49,B,7225,20393,1096,28418,1802,18,6
588,45,A,4675,11159,982,27381,1340,13,4
589,43,D,1299,1751,546,15825,1807,9,0
590,37,E,8718,67093,1355,22879,1802,21,7
591,32,D,3512,8240,580,19308,1085,12,3
592,47,A,4957,30892,1121,39949,1444,17,4
593,33,C,3519,1946,674,17419,1865,18,2
594,26,B,7345,33478,1249,27249,1869,19,6
595,41,C,4009,6628,708,34883,1759,15,3
596,39,A,5522,13000,976,41016,1703,16,4
597,50,C,3533,15257,818,32365,2602,14,1
598,44,D,3270,7140,504,40644,1417,15,2
599,39,A,4703,28268,1056,18035,1836,13,3
600,30,A,5238,44382,934,34451,1459,17,4
601,34,A,4639,6770,1489,18729,2070,16,3
602,30,A,5484,24960,1317,35087,1068,22,5
603,42,C,2965,5344,820,37241,2030,12,1
604,36,E,8143,13506,1954,40452,1734,20,7
605,34,D,2607,5206,447,20823,1676,12,1
606,42,D,3424,5706,494,20882,2329,15,2
607,54,C,3679,5573,673,35183,1220,14,3
608,33,E,9016,45961,1000,28052,1181,19,8
609,43,A,5768,21265,1072,36441,1741,17,5
610,41,C,3721,10566,663,17169,2213,16,2
611,31,A,5565,27274,1073,40870,1467,18,5
612,36,C,3068,11495,923,41185,1698,14,2
613,42,B,9922,12978,1357,19769,1144,20,9
614,51,D,,4882,440,18475,1331,12,1
615,24,C,3534,7322,909,28569,1668,14,2
616,30,D,1327,3361,526,24749,1663,11,0
617,50,E,7295,39213,1411,22098,1340,21,6
618,58,C,3207,4255,575,26572,2407,8,1
619,39,D,2158,4039,537,41361,2131,16,1
620,56,E,8058,45646,2088,22510,993,16,8
621,45,A,5238,23424,782,17982,1752,21,4
622,49,D,3175,6016,534,21450,1666,12,2
623,41,A,5334,15025,760,26736,1118,18,5
624,60,E,8529,47646,1496,27171,630,18,8
625,51,D,3387,7269,476,31516,1395,15,2
626,27,A,5116,24482,982,34679,1336,16,4
627,46,A,5097,24076,1241,38318,1608,17,4
628,47,D,2440,3947,440,17806,1059,15,2
629,41,D,2619,5376,491,37742,1422,14,2
630,46,A,5453,7915,882,27652,1297,16,5
631,45,A,5807,28996,657,32989,1631,16,5
632,60,D,2472,5113,488,15821,1570,9,1
633,40,E,8486,47636,1840,24906,1644,20,7
634,34,C,3717,2720,819,40861,2084,16,2
635,39,D,2695,9000,565,25308,1399,14,2
636,41,E,8244,22061,1938,25360,1435,21,7
637,54,A,5966,15502,968,19358,2257,14,4
638,28,D,1700,2162,424,35721,1865,13,0
639,34,B,7983,33256,1339,24722,1512,18,7
640,35,A,5711,37602,729,36660,1565,19,5
641,41,D,2071,4011,548,25946,2051,11,1
642,48,C,3558,12305,884,35461,1613,19,2
643,42,E,7131,35021,1352,23290,1792,16,6
644,19,E,,67694,1440,22082,1523,19,6
645,38,A,4211,17651,581,29957,1667,17,3
646,30,A,4634,30766,1179,17621,2006,15,3
647,39,E,7637,60182,1731,30252,1634,22,7
648,71,E,6843,54432,1743,28861,1493,15,6
649,36,E,8626,53701,1507,31752,1795,23,7
650,33,A,4552,11163,790,20092,1116,16,4
651,37,A,5251,28396,685,25694,1648,18,4
652,46,A,5207,21829,1224,39280,2373,17,3
653,55,D,1903,5807,466,32832,1335,11,1
654,23,D,1694,3061,527,23336,1312,13,1
655,20,B,4933,14374,1323,29390,1749,19,4
656,67,D,1971,1383,407,21580,1918,12,1
657,37,A,4734,17303,1254,40564,2165,19,3
658,50,B,7092,37243,1441,27113,1226,17,6
659,53,B,6980,19021,1129,17069,1336,20,6
660,28,B,8177,13808,1268,38252,1295,16,7
661,46,D,2029,6537,501,34310,2054,12,0
662,25,D,4481,10599,538,37384,2068,11,3
663,46,C,3552,11173,897,17525,1641,16,2
664,50,D,3162,7846,465,19992,2184,13,1
665,55,D,3341,6220,555,18884,1353,12,2
666,40,A,5191,21947,1282,30953,1611,14,4
667,46,A,5607,33890,1046,23464,1843,19,4
668,48,C,3294,9037,883,31486,1841,14,2
669,43,A,5201,21308,865,39970,1646,18,4
670,38,D,2677,5780,457,18126,1696,13,1
671,50,C,3653,9489,690,15657,1276,15,3
672,39,A,4355,22325,1168,34339,1925,17,3
673,39,C,4057,14972,797,23620,1853,12,3
674,43,C,3564,4463,854,23119,1638,17,2
675,41,B,7642,7383,1070,25760,1822,17,6
676,56,E,7955,42254,1957,28649,1867,18,7
677,29,C,3293,3754,725,40059,1890,16,2
678,46,C,3597,15069,915,21672,1404,13,3
679,48,E,9023,79745,1421,33498,2526,22,7
680,50,C,3249,2472,794,23310,2391,15,1
681,43,C,3043,1918,602,16686,2074,13,1
682,31,D,2635,4135,492,27273,1781,16,1
683,35,D,3166,4948,483,38480,1730,12,2
684,37,A,4392,24901,1209,23254,1602,18,3
685,23,A,4924,21279,1089,35911,2255,16,3
686,45,C,,8873,690,35314,2517,16,2
687,40,C,3216,1724,868,31509,2252,18,1
688,38,B,6776,18190,1242,31864,1576,20,6
689,39,C,3803,646,913,21273,1373,18,3
690,47,D,3672,8160,425,35636,1617,14,3
691,32,B,5818,9096,1414,35931,1782,19,5
692,42,D,2126,2600,409,39968,1347,12,1
693,43,E,9042,79832,1677,25469,1497,20,8
694,20,B,8845,36725,1175,29378,1731,14,8
695,45,E,7077,7271,2431,39342,1916,22,6
696,24,E,7771,89581,1391,33648,1068,16,7
697,63,C,3446,5133,758,33058,1686,14,2
698,22,B,6861,19284,1314,19451,1622,17,6
699,27,E,8803,52296,1406,40746,2095,20,7
700,32,D,3220,7209,538,21926,1477,11,2
701,50,A,4577,16671,980,31404,2115,20,3
702,25,B,4911,14245,1339,29484,1488,16,4
703,52,A,5588,26339,1200,17251,2001,17,4
704,32,E,7671,69527,1671,20547,1562,19,7
705,26,A,4966,27858,814,25846,1221,17,4
706,55,C,3502,12354,808,29865,1485,16,3
707,49,E,9990,103977,1546,38845,1394,24,9
708,23,C,4034,5767,696,28831,2010,12,3
709,42,B,6261,16069,1294,33296,2047,19,5
710,52,B,6091,22445,1086,35985,1699,17,5
711,56,B,5355,15131,1245,24919,1949,16,4
712,34,C,2861,10618,693,20975,1062,17,2
713,49,B,6941,16440,1193,25777,1495,19,6
714,51,C,3152,4981,841,38087,1356,17,2
715,53,A,4795,25908,1226,19778,1526,14,4
716,36,B,6913,36486,1220,28357,1427,16,6
717,44,C,3365,13391,945,15988,1124,18,3
718,47,E,6752,25170,1950,26726,1512,17,6
719,20,D,2988,6141,479,25582,1744,10,2
720,36,C,3743,10990,734,21948,1737,11,3
721,34,D,2559,6497,480,38165,1620,12,1
722,38,B,8529,44533,1204,38294,1371,18,8
723,49,D,2153,3683,500,25073,2018,19,1
724,42,A,5195,34303,1215,30563,1786,15,4
725,23,A,5061,21736,1184,17776,1490,18,4
726,45,C,3512,10075,932,35598,1539,14,2
727,37,B,7015,9988,1180,33844,1797,17,6
728,49,B,7857,23613,1164,36901,857,19,7
729,50,E,8600,65598,1434,28428,1668,16,7
730,25,A,4155,18498,767,19577,1714,18,3
731,59,D,,6521,473,36777,1543,13,2
732,50,D,1762,3369,610,18951,1511,15,1
733,40,E,7233,45020,1480,41876,1760,23,6
734,20,A,5592,40865,1091,25582,1573,16,5
735,33,A,5315,24364,1095,30906,1715,14,4
736,36,E,7392,31669,1910,28620,1467,16,6
737,57,B,5199,18033,1179,18013,2192,15,4
738,37,D,1812,4206,560,26101,1912,12,0
739,42,B,7779,33696,1274,37432,1333,16,7
740,43,B,5887,2636,1168,32795,1874,19,5
741,23,C,3132,399,835,16333,1809,17,2
742,49,B,5332,5255,1381,38920,1759,15,4
743,56,E,7967,59726,1699,31476,2311,19,6
744,37,C,2875,2019,720,33379,1818,15,2
745,34,D,1969,4208,464,28710,1634,14,1
746,71,C,3509,6474,738,27296,1665,17,2
747,35,A,5147,29006,1299,22050,1542,16,4
748,45,A,5146,28108,982,24221,1429,15,4
749,37,A,5360,14268,962,39764,1512,17,4
750,31,E,7998,39004,1274,23592,1524,18,7
751,53,B,7683,10645,1203,29093,1426,20,7
752,47,D,1839,3021,488,33766,1796,11,1
753,52,D,2265,5467,578,35478,2267,10,0
754,46,C,3773,9087,864,28611,2286,14,2
755,38,C,3130,7915,797,38313,1930,14,2
756,30,C,3385,8299,751,23032,1707,17,2
757,53,A,4883,27665,1193,34591,2166,16,3
758,45,B,6077,12784,1191,20644,1695,18,5
759,31,E,6756,21245,1743,21435,2323,18,5
760,55,D,3016,7645,489,29851,1463,14,2
761,59,A,5174,33704,1050,16753,891,17,5
762,37,A,5719,40007,800,31278,1195,18,5
763,37,B,4577,16027,1138,16184,1863,22,3
764,59,C,3832,10077,781,40211,1818,12,3
765,48,B,6336,13821,1315,17254,1391,19,5
766,36,E,7961,12381,1821,16365,1705,20,7
767,43,B,6553,22422,993,25195,2107,16,5
768,33,B,7052,28762,1082,25837,1697,18,6
769,35,D,2547,4543,532,35607,1434,13,2
770,46,E,7060,39483,1787,37402,1295,17,6
771,53,D,3412,4007,482,29617,1616,13,2
772,35,B,6771,24777,1216,34417,1945,18,5
773,36,E,7392,42076,1465,31994,1403,18,6
774,28,E,7684,25422,1843,25399,1074,18,7
775,42,B,7645,29483,1169,21493,2381,17,6
776,28,A,4196,10502,934,17754,1805,14,3
777,26,E,9133,47335,1911,29605,1477,17,8
778,36,A,5278,20457,1207,34695,1435,14,4
779,48,D,2722,6482,467,31188,1390,11,2
780,53,E,7725,37431,1756,26033,1470,16,7
781,46,A,5095,25279,1194,41959,1994,21,4
782,47,A,,23969,831,32763,2035,17,4
783,46,C,3424,9120,704,37113,1694,15,2
784,51,C,3461,6066,777,34465,1879,18,2
785,42,E,6472,40189,1376,33582,1564,19,5
786,48,B,5878,19800,1332,40020,1630,18,5
787,41,A,4683,17856,964,22409,1964,20,3
788,49,A,5596,16052,1051,22466,2296,16,4
789,43,B,7383,5510,1245,24156,1768,17,6
790,42,E,7415,28395,1770,27759,1502,20,6
791,45,D,1584,3750,535,33243,1452,9,1
792,23,C,3820,7940,1005,40437,1673,15,3
793,51,E,8746,69971,1161,19942,1818,19,7
794,31,E,7763,57082,1413,36634,1365,24,7
795,44,E,7555,25166,1946,24493,1531,19,7
796,28,A,4662,11257,1015,17468,2012,16,3
797,45,D,1525,2611,457,34685,1545,11,0
798,27,D,2041,3816,476,24552,1512,13,1
799,51,B,7178,33244,1087,40609,1645,17,6
800,29,D,2665,5553,513,17900,1645,14,2
801,35,B,8541,18948,1203,19605,1715,16,7
802,49,C,3277,2042,788,15943,1430,16,2
803,25,B,8496,26651,1153,19021,1937,17,7
804,24,E,8023,52685,2356,24563,1874,17,7
805,33,C,3492,8925,797,20485,1810,16,2
806,30,B,6373,8203,1019,18746,1697,19,5
807,48,D,1158,1260,489,28720,1446,10,0
808,37,D,1545,2185,483,41620,2052,12,0
809,28,C,3319,18606,698,28633,2769,13,1
810,34,E,8197,57173,1560,30259,1836,18,7
811,41,E,8119,34100,2100,22817,1764,18,7
812,44,A,,30914,1176,38203,2006,19,4
813,38,A,4840,16963,882,40636,2180,17,3
814,44,E,7890,51204,1390,27060,1761,18,7
815,38,D,3855,11272,480,21081,1156,12,3
816,36,B,7724,10676,838,30224,1406,19,7
817,32,A,4705,22178,771,31584,1603,17,4
818,47,C,2969,4075,808,31413,1891,12,2
819,45,B,7708,18744,1280,40648,1429,19,7
820,48,C,3685,8372,889,22070,1979,15,2
821,52,B,6846,16950,1372,22108,979,21,6
822,24,D,1975,4419,430,20767,1746,13,1
823,47,B,5497,17375,1099,32734,1841,19,4
824,40,B,6213,14734,1272,30669,1262,15,5
825,43,D,2381,4779,547,17506,2427,12,0
826,32,D,3264,7873,393,38244,1509,15,2
827,39,D,2105,4437,463,28647,1368,12,1
828,34,D,2159,5518,511,32062,1377,13,1
829,32,C,3740,8403,911,20907,1495,13,3
830,48,B,8103,16390,1138,31396,1601,14,7
831,51,B,8200,34678,1059,41464,1688,15,7
832,48,E,6872,42283,1467,19065,1434,17,6
833,52,C,3768,542,585,32872,1482,16,3
834,48,E,7433,16361,1563,34064,1668,18,6
835,60,D,1864,3968,540,27271,1719,15,1
836,37,B,7276,21302,1330,40302,1694,18,6
837,24,E,7440,51937,1535,28124,1302,19,7
838,34,D,2463,3798,535,29130,2091,15,1
839,42,A,5238,27608,916,27831,1629,19,4
840,36,A,5677,18500,823,38078,1282,15,5
841,30,C,3168,15430,646,34188,1827,13,2
842,53,B,5276,10695,1229,22370,1599,16,4
843,9,E,6764,52732,1745,34841,1503,20,6
844,40,D,3123,6834,540,30103,1710,12,2
845,53,A,5923,35458,639,27538,957,16,5
846,37,C,4265,11200,729,23488,1784,11,3
847,28,A,4870,16662,1311,26809,1747,16,4
848,29,D,1569,3025,506,35397,1291,9,1
849,52,A,4419,30728,805,26827,2257,16,3
850,30,D,1044,2391,517,18543,2120,13,0
851,50,E,8012,31886,1669,25823,1795,23,7
852,43,D,2314,2956,519,39581,1775,11,1
853,31,E,8454,44955,1961,33578,1860,19,7
854,48,C,3880,8844,795,17980,970,16,3
855,42,C,2995,5415,708,28728,1796,17,2
856,51,C,3316,6392,810,19588,2166,15,2
857,44,D,2205,3990,584,26525,1777,13,1
858,37,A,4313,7286,846,24126,2153,17,3
859,39,A,5602,28624,1294,32428,1091,16,5
860,22,D,1533,4038,509,26573,1339,12,1
861,43,D,1362,2578,555,26181,1257,12,1
862,31,A,6171,26646,1009,38216,1500,13,5
863,48,A,5223,19031,1287,40257,2002,19,4
864,62,C,3379,10330,783,21804,2218,15,2
865,37,B,7229,6622,972,27198,1953,20,6
866,39,E,8373,31561,2187,27423,1088,16,8
867,45,D,2704,4266,462,16505,1489,11,2
868,25,E,7170,53316,2005,31806,1597,18,6
869,49,B,8174,36547,1223,15661,2022,19,7
870,56,C,3356,609,870,25185,1977,14,2
871,49,D,2372,4851,471,29904,1936,12,1
872,36,E,6964,20460,1993,27997,1051,21,6
873,37,E,7395,42943,1966,38129,1090,21,7
874,50,B,6753,27669,1250,22114,1553,16,6
875,39,D,3292,10117,511,41873,1048,13,3
876,35,E,7387,19549,1311,20700,1508,23,6
877,40,C,3554,9060,783,26722,1407,12,3
878,53,E,6555,41185,1337,24564,1385,21,6
879,44,B,5178,14562,990,33998,1444,19,4
880,39,C,3444,222,778,24406,1159,15,3
881,41,D,2853,9333,518,18572,1387,12,2
882,63,D,1978,4641,468,29950,1721,12,1
883,38,B,4904,14418,1233,39280,1283,18,4
884,41,D,3344,5746,511,18549,2088,8,2
885,34,D,2349,4843,496,41007,2259,11,1
886,50,C,2816,5496,723,15988,2000,15,1
887,20,D,1409,4781,489,35600,2059,12,0
888,36,C,3834,3986,790,39185,1722,16,3
889,43,D,1371,3049,491,38564,1717,12,0
890,33,C,2943,6479,616,21436,1461,16,2
891,29,C,2938,8447,840,27891,1601,14,2
892,53,A,5459,28958,1158,27274,1780,15,4
893,42,E,8808,38375,1390,27552,1724,17,8
894,53,B,6744,20175,1324,32222,1713,19,6
895,45,B,6776,15073,1078,22867,2077,16,5
896,45,A,5108,16734,817,25787,1785,17,4
897,36,C,3236,5684,833,16245,1585,17,2
898,52,B,8412,20693,1239,29317,1722,17,7
899,20,D,1806,4688,461,29190,2176,11,0
900,39,B,6083,32867,1296,29191,1448,15,5
901,43,E,8723,23630,2036,25409,1898,17,7
902,35,A,4539,22932,752,23705,1393,14,4
903,59,A,5545,34210,751,25121,1588,17,4
904,31,D,2407,4599,515,26455,1817,13,1
905,28,B,9437,21124,1247,28149,2238,19,8
906,32,A,5218,44971,845,17531,1869,14,4
907,50,D,2582,7277,437,40505,2370,11,1
908,46,D,1932,3582,421,20465,1563,14,1
909,41,B,6351,20494,1122,15994,1445,20,5
910,52,A,4799,24857,1004,37775,1739,18,4
911,36,E,8631,60063,1724,42075,2124,17,7
912,41,A,5624,41381,561,31440,2216,19,4
913,38,A,5468,40158,1094,30204,1570,16,4
914,39,B,7329,20005,1317,37483,926,18,7
915,28,E,6648,17042,2069,22841,1974,19,5
916,42,B,5563,14142,1297,16054,1671,15,4
917,29,C,3367,13870,964,16616,1331,12,3
918,44,D,2338,3936,495,31253,1434,14,1
919,36,B,6496,22603,1342,41759,1971,15,5
920,41,D,2786,5924,439,22654,1442,14,2
921,48,D,3274,11244,367,24475,1544,13,2
922,43,D,2317,4130,496,30949,1945,12,1
923,51,C,3471,6078,920,38366,1267,16,3
924,19,C,3627,8390,873,27704,1197,17,3
925,39,A,5534,33415,925,26894,2254,14,4
926,34,E,7837,62453,2205,38699,2399,20,6
927,38,C,3023,9542,608,28208,2060,15,1
928,36,E,7958,74819,1702,15927,2478,17,6
929,34,C,3301,15364,773,19222,1805,16,2
930,45,D,2925,2456,582,38834,1915,12,2
931,39,E,8868,83632,1872,33548,2138,17,7
932,36,D,2156,4119,504,30516,1550,13,1
933,28,B,6410,14501,1318,22498,1827,17,5
934,48,E,8400,48113,1540,22830,2043,17,7
935,29,C,3479,12184,953,23713,1054,11,3
936,49,D,2056,3873,545,22717,2114,13,0
937,50,C,3946,8582,1090,31987,1290,15,3
938,34,A,4527,22002,410,36146,2410,15,3
939,20,E,7460,63417,1890,23865,1976,19,6
940,28,A,5232,24489,1050,41638,1850,16,4
941,45,C,4175,5651,747,16406,1608,13,3
942,51,E,7866,55377,1482,31385,1913,17,6
943,52,B,7795,28315,1249,41718,1513,17,7
944,45,D,1948,4699,421,38045,2034,13,0
945,31,B,7974,24681,1348,31532,731,18,8
946,50,B,6151,11097,1213,21719,2072,17,5
947,38,E,7790,60388,2264,21966,1419,18,7
948,31,D,2989,3942,538,37393,1899,12,2
949,47,A,5158,37836,1053,16100,2349,15,3
950,55,A,5114,24912,972,23821,1579,20,4
951,53,D,2958,7172,585,22984,1277,14,2
952,48,C,3022,682,786,36688,1724,17,2
953,46,B,4996,15660,1308,18192,1365,19,4
954,34,D,2964,6860,419,37947,1881,11,2
955,41,C,3603,6791,766,40386,2090,12,2
956,40,E,8730,66861,1244,32304,1691,17,8
957,33,B,5793,15547,1235,31734,1730,18,5
958,54,D,2000,4736,510,18434,2079,14,0
959,44,D,3076,4398,495,23474,1765,13,2
960,39,B,6601,30990,1162,26094,1801,21,5
961,35,B,7839,22676,1239,32278,1864,17,6
962,39,B,8405,29957,1216,40900,2190,18,7
963,58,B,6036,18511,1036,19004,2049,16,4
964,37,E,8049,29900,1612,31570,1955,18,7
965,48,A,5748,25195,1179,17388,1761,18,4
966,41,B,5841,19496,1103,28390,1269,20,5
967,47,D,2285,3947,573,22450,1256,11,2
968,25,A,4761,17566,815,26596,1585,14,4
969,23,A,4724,29002,984,39452,1792,14,3
970,31,B,7915,26272,1036,38945,1866,19,7
971,52,E,7805,25331,1378,18637,1827,18,6
972,42,E,7724,30161,1311,25669,1816,17,6
973,31,E,8506,31825,1965,22677,1246,17,8
974,41,D,2347,4180,520,16318,1717,13,1
975,52,D,1376,2803,478,25958,1537,17,0
976,45,D,2580,5806,411,19772,1762,14,1
977,30,C,2901,5804,824,24065,1253,15,2
978,36,B,7362,11965,1232,16757,1675,15,6
979,65,B,8744,28791,1074,29081,2044,16,7
980,56,A,3733,24114,845,29463,1506,15,3
981,49,A,4617,17108,964,41914,1329,15,4
982,34,B,5824,19698,1233,18444,1438,20,5
983,29,B,6500,11518,1088,40317,2009,16,5
984,41,E,7372,66545,1361,37208,1462,21,6
985,30,C,3766,1506,751,31836,1266,17,3
986,38,E,8281,22994,1113,33469,1809,18,7
987,45,C,3244,2586,792,32561,1695,18,2
988,44,B,7233,20121,1153,34205,1837,16,6
989,63,A,4702,30257,990,39953,1683,17,4
990,23,E,8120,4715,1270,22647,1133,22,7
991,34,E,8161,44910,1542,19732,1798,16,7
992,43,B,6658,25388,1183,41522,1751,17,5
993,34,D,3607,8020,535,35340,1966,16,2
994,50,D,3196,6831,581,21161,1898,13,2
995,43,B,7137,9862,1297,37879,2103,20,6
996,51,B,7271,29449,1217,17391,2331,15,5
997,53,A,5556,22715,1433,40706,1588,19,4
998,35,A,4552,25088,927,31891,1465,21,4
999,42,E,6803,33712,1497,39869,1989,18,5
1000,44,D,1539,3039,513,31653,1772,11,0
1001,35,D,2354,3504,499,34227,1761,12,1
1002,48,B,6943,18151,1191,40008,1702,18,6
1003,21,A,4851,26255,1023,23462,1875,15,3
1004,45,E,8280,52057,2078,16140,1715,18,7
1005,37,E,8252,41596,1321,40437,1697,18,7
1006,48,C,3708,10100,815,21992,1654,15,3
1007,43,A,5381,28200,930,34298,1348,20,5
1008,50,E,8797,21072,1152,16777,1894,20,7
1009,34,D,1822,5941,501,36214,2209,11,0
1010,47,A,5206,20528,905,20275,1080,15,5
1011,30,E,8696,39784,1620,33919,1681,20,8
1012,44,A,5171,28947,1000,25988,1302,14,4
1013,62,A,4994,32197,1259,38321,1718,14,4
1014,35,B,6857,13964,1157,25600,1390,18,6
1015,43,E,7945,67459,1853,40640,1764,17,7
1016,50,C,3465,6819,740,20003,1063,15,3
1017,42,E,7626,40368,2325,34118,1338,20,7
1018,34,B,6068,23305,1101,29688,1746,18,5
1019,37,E,6852,8337,1836,17852,1453,18,6
1020,53,D,2285,4957,521,32943,1632,10,1
1021,60,C,3514,5190,877,23728,1714,18,2
1022,43,D,3516,11382,523,27590,1667,12,2
1023,33,E,6375,54073,1679,35155,1654,22,5
1024,36,C,3153,9251,737,37376,2137,12,2
1025,49,B,8070,30158,1249,17479,1248,18,7
1026,35,D,2159,5040,537,29685,1691,11,1
1027,38,A,5352,41330,1207,30849,1748,17,4
1028,59,C,3580,11778,840,35593,1757,16,2
1029,41,E,7681,17379,1712,30150,1590,19,7
1030,53,C,3175,4523,732,32779,2119,13,2
1031,46,D,3981,6609,502,39336,1611,10,3
1032,38,D,1124,1607,602,26409,2014,12,0
1033,29,D,3163,5983,514,39440,1915,15,2
1034,43,A,5320,33499,1053,15629,2160,17,4
1035,43,D,2553,5727,552,32791,2247,15,1
1036,42,C,2853,10702,728,31936,2069,14,1
1037,44,C,3804,12216,905,34458,2001,13,2
1038,20,A,5282,31650,729,30603,1487,16,4
1039,42,E,6973,24065,1901,25130,1581,20,6
1040,58,D,2221,3466,457,29814,1122,11,2
1041,37,C,3426,12274,761,27270,1935,16,2
1042,27,B,6976,12317,1398,16872,2174,16,5
1043,48,D,2051,3893,528,38432,984,11,2
1044,48,C,4186,9083,941,40465,2432,16,2
1045,57,C,3593,5750,663,26095,2225,12,2
1046,34,E,7995,78508,2132,25656,1628,18,7
1047,47,E,6429,14346,1013,41702,1934,15,5
1048,39,A,4445,35668,777,27769,2036,16,3
1049,51,E,6429,398,1916,35753,1571,23,5
1050,49,D,3173,7411,426,28281,1213,12,2
1051,43,B,7263,22923,1251,18220,1547,21,6
1052,53,B,5261,8454,1089,38120,1537,18,4
1053,40,D,3808,7600,535,39043,1679,12,3
1054,49,A,5418,26190,1309,26234,1542,15,4
1055,42,E,8539,77227,1402,33084,1763,16,7
1056,47,D,3328,5123,588,29195,1560,13,2
1057,53,B,6181,10375,1424,23079,1700,20,5
1058,32,D,1340,2770,513,30757,1578,11,0
1059,39,D,2668,7920,497,35104,2409,13,1
1060,28,C,4518,9956,568,22890,1234,13,4
1061,31,C,3456,17254,809,30694,1059,17,3
1062,48,E,8561,48991,1263,40544,1953,17,7
1063,49,C,3733,15953,645,31840,1522,15,3
1064,29,C,4290,6463,716,39020,969,17,4
1065,36,B,8940,27888,1096,15725,1656,17,8
1066,47,E,8338,79812,1573,34336,1948,19,7
1067,32,C,3085,3239,772,19208,1777,17,2
1068,41,D,3735,6709,486,16233,1834,13,2
1069,18,D,2831,5273,528,24704,1902,13,1
1070,29,C,3842,6448,642,23316,1471,13,3
1071,43,D,2923,5758,532,28999,2325,15,1
1072,41,E,7734,24278,1584,15805,1164,18,7
1073,63,A,4812,35448,1308,36760,1701,17,4
1074,51,D,4112,11740,437,16198,1621,12,3
1075,35,D,2815,6059,501,35162,1956,14,1
1076,45,D,3577,5671,440,24882,1808,16,2
1077,36,C,3029,4575,558,20148,1970,14,2
1078,42,A,4775,28739,805,18448,1771,18,4
1079,46,A,6044,26886,941,18026,1761,17,5
1080,21,A,4579,25672,1070,32125,2055,16,3
1081,35,A,5576,17368,816,20980,1990,18,4
1082,44,E,8362,74074,1836,30951,1386,22,7
1083,43,C,3083,2782,746,19701,2062,15,2
1084,30,E,9659,56664,1016,35901,1336,16,9
1085,20,C,3137,8623,666,25055,1825,17,2
1086,51,B,7524,18953,1288,20652,1478,16,7
1087,35,C,4520,15207,942,38756,1395,15,4
1088,55,C,4043,7493,1013,23706,1772,16,3
1089,35,B,7558,19299,1188,21554,1786,15,6
1090,45,B,5591,15167,1248,39634,1660,16,4
1091,25,A,5388,30904,980,16393,1154,17,5
1092,43,A,5276,30732,893,29478,1243,16,5
1093,31,A,5284,20961,702,24253,1834,14,4
1094,41,A,5035,25637,973,20887,1469,16,4
1095,58,D,2655,6511,482,38456,2108,12,1
